,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,0.76,1.04,1.01,1.50,0.93,1.16,0.85
1,,6,4,4,4,8,7,5
2,-,0.75,1.03,0.99,1.50,0.91,0.95,0.72
3,1.38,0.76,1.06,1.14,1.53,0.95,0.97,0.72
4,5%,-13%,2%,39%,11%,26%,-9%,-37%
