,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,0.31,0.73,0.18,0.22,0.31,0.74,0.38,-
1,15,11,11,11,11,8,7,
2,0.29,0.70,0.13,0.15,0.25,0.67,0.30,0.38
3,0.36,0.83,0.32,0.38,0.39,0.88,0.46,0.59
4,57%,38%,-6%,6%,8%,6%,44%,55%
