,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.52,1.55,1.42,1.47,1.36,1.68,-,1.77
1,10,5,4,3,4,4,,3
2,1.48,1.52,1.37,1.45,1.46,1.62,1.59,1.45
3,1.61,1.59,1.12,1.12,1.75,1.85,2.05,1.67
4,0%,3%,-33%,-38%,9%,16%,83%,49%
