,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,0.60,0.52,0.53,0.59,-,0.69,-,0.78
1,5,7,6,7,,4,,3
2,0.57,0.48,0.52,0.57,0.61,0.67,0.71,0.77
3,0.62,0.47,0.53,0.64,0.59,0.71,0.70,0.72
4,13%,-28%,-22%,-9%,-5%,51%,32%,12%
