,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.42,0.11,-0.36,-,-,0.30,0.56,0.61
1,4,6,3,,,3,3,5
2,0.41,0.11,-0.34,0.10,0.21,0.19,0.51,0.58
3,0.41,0.06,-0.99,0.30,0.45,0.48,0.68,0.80
4,-5%,-63%,-277%,-43%,10%,700%,169%,167%
