,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,0.28,1.12,0.77,0.81,0.91,0.92,0.88,0.69
1,12,22,12,15,10,12,12,9
2,0.28,1.20,0.74,0.74,1.02,0.88,0.81,0.58
3,0.32,1.40,1.06,0.51,1.25,0.94,1.18,0.97
4,-27%,130%,141%,325%,291%,-33%,11%,90%
