,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.38,0.38,0.15,0.37,0.51,0.55,0.46,0.38
1,10,8,5,5,3,6,4,5
2,0.38,0.34,0.12,0.41,0.50,0.49,0.43,0.36
3,0.39,0.36,0.02,0.48,0.59,0.47,0.36,0.32
4,-5%,-10%,-95%,9%,51%,31%,1700%,-33%
