,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,0.13,0.10,0.11,-,-,-,-
1,,4,4,3,,,,
2,0.13,0.15,0.04,0.08,0.06,0.22,0.27,0.24
3,0.08,0.23,0.16,0.07,0.09,0.17,0.22,0.31
4,-62%,-12%,-36%,-56%,12%,-26%,38%,343%
