,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.41,0.43,1.09,-,-,0.95,-,1.04
1,5,7,5,,,4,,3
2,0.45,0.47,0.43,-0.30,0.75,0.86,0.96,1.26
3,1.41,1.43,1.32,-1.84,1.38,1.54,-1.30,-4.27
4,442%,160%,401%,-61%,-2%,8%,-198%,-132%
