,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.31,0.38,-,0.36,0.37,-,0.41,0.39
1,3,5,,7,3,,5,3
2,0.28,0.38,0.37,0.34,0.34,0.42,0.40,0.38
3,0.33,0.42,0.40,0.56,0.38,0.43,0.37,0.39
4,10%,17%,3%,70%,15%,2%,-8%,-30%
