,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.07,-0.55,-0.88,-0.41,-0.64,-0.08,0.33,0.66
1,10,9,6,5,7,7,6,9
2,-0.07,-0.60,-0.85,-0.44,-0.68,-0.15,0.24,0.56
3,-0.05,-1.83,-1.28,-0.26,-0.53,0.12,0.56,0.86
4,29%,-526%,-367%,-139%,-960%,107%,144%,431%
