,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.18,0.28,0.29,0.03,-0.12,-0.17,-0.15,-0.17
1,8,28,15,9,4,4,3,6
2,0.17,0.28,0.29,-0.03,-0.17,-0.17,-0.17,-0.18
3,0.09,0.27,0.33,-0.07,-0.19,-0.16,-0.18,-0.27
4,229%,575%,400%,30%,-311%,-159%,-155%,-286%
