,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.57,1.70,1.88,2.13,1.44,2.79,3.32,2.69
1,293,280,248,218,183,175,135,137
2,0.52,1.64,1.82,2.13,1.36,2.98,3.18,2.57
3,1.30,1.57,1.59,1.74,1.19,3.75,2.97,3.19
4,333%,107%,165%,18%,-8%,139%,87%,83%
