,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.54,-0.69,-0.69,-0.87,-0.80,-,-1.26,-1.19
1,7,6,5,6,4,,4,5
2,0.59,-0.75,-0.85,-0.95,-0.77,-0.98,-1.32,-1.21
3,0.65,-0.30,-0.71,-1.46,-0.41,-1.09,-1.19,-1.22
4,-48%,-250%,-315%,-432%,-163%,-263%,-68%,16%
