,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.11,0.32,0.14,0.63,0.45,0.70,-,0.96
1,7,5,3,5,3,6,,3
2,0.10,0.32,-0.09,0.58,0.30,0.61,0.90,0.82
3,0.09,0.35,0.51,0.81,0.40,0.81,1.22,1.57
4,-64%,75%,34%,23%,344%,131%,139%,94%
