,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.23,1.58,1.17,-,-,1.75,1.49,1.09
1,6,5,3,,,3,4,6
2,1.18,1.57,1.13,0.73,1.13,1.71,1.43,1.00
3,1.19,1.64,1.32,0.82,1.19,1.99,1.75,1.08
4,9%,8%,12%,6%,0%,21%,33%,32%
