,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.14,-0.01,-0.02,-0.01,-,0,-0.01,0.02
1,8,4,5,6,,3,9,4
2,0.23,-0.01,-0.03,-0.01,0,0,0,0.01
3,0.21,-0.01,-0.02,-0.01,0,-0.01,0.01,0.01
4,2200%,0%,0%,50%,-100%,0%,150%,200%
