,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,0.80,0.61,0.62,-,0.88,0.76,0.76,0.83
1,7,5,4,,4,3,3,3
2,0.78,0.59,0.61,0.67,0.85,0.69,0.72,0.80
3,0.84,0.61,0.80,0.89,0.95,0.75,0.80,0.83
4,5%,-5%,11%,39%,13%,23%,0%,-7%
