,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.02,-0.06,-0.08,-0.10,-,-0.02,-,-
1,4,5,4,3,,4,,
2,-0.03,-0.07,-0.06,-0.11,-0.04,-0.03,0.02,0
3,0.03,0.02,-0.09,-0.09,-0.03,-0.06,-0.02,0.01
4,400%,150%,-350%,-350%,-200%,-400%,78%,111%
