,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.12,-0.07,-0.02,0.08,0.06,0.09,0.10,0.07
1,13,9,7,6,6,6,5,6
2,0.10,-0.12,-0.02,0.06,0.05,0.08,0.07,0.04
3,0.38,-0.09,0.07,0.07,0.02,0.10,0.09,0.03
4,375%,-80%,600%,40%,-95%,211%,29%,-57%
