,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.91,0.08,-,-,-,0.56,-,-
1,5,9,,,,3,,
2,0.93,0.06,-1.59,0.38,3.30,0.45,0.45,0.52
3,0.80,0.06,0.48,0.56,6.10,0.62,1.12,0.58
4,158%,-89%,0%,75%,663%,933%,133%,4%
