,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.49,1.41,1.26,1.49,1.79,1.75,1.96,2.28
1,11,5,12,11,7,6,8,8
2,1.44,1.40,1.20,1.47,1.71,1.69,1.94,2.22
3,1.51,1.43,1.46,1.65,1.81,1.81,2.05,2.42
4,19%,14%,14%,19%,20%,27%,40%,47%
