,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.10,-0.10,-0.11,-,-,-0.03,-,-0.05
1,3,4,3,,,4,,3
2,-0.10,-0.10,-0.10,-0.11,-0.06,-0.06,-0.07,-0.07
3,-0.11,-0.11,-0.08,-0.02,0.02,-0.08,-0.01,-0.02
4,-38%,-22%,11%,80%,118%,27%,88%,0%
