,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.90,1.21,1.67,2.44,1.87,2.69,3.36,4.23
1,9,15,16,23,15,9,11,21
2,0.85,1.21,1.55,2.36,1.71,2.38,3.26,4.15
3,1.27,1.65,2.12,2.82,3.20,2.65,4.52,3.91
4,72%,27%,33%,32%,152%,61%,113%,39%
