,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,-,-,-,-,0.95,-,-,-
1,,,,,3,,,
2,-,-,-,-,0.88,0.63,0.15,-0.73
3,0.96,0.62,-2.78,1.15,1.71,1.15,-0.53,-0.24
4,210%,100%,-832%,83%,78%,85%,81%,-121%
