,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.03,-0.01,-0.03,0.08,-0.03,-0.03,-,-
1,8,4,6,5,5,3,,
2,-0.04,-0.02,-0.07,0.08,-0.04,-0.05,-0.03,-0.03
3,-0.01,0.04,0.04,0.14,-0.01,-0.03,0,-0.02
4,-133%,-,300%,-,0%,-170%,-95%,-115%
