,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,2.11,2.00,2.87,2.29,2.54,2.49,3.66,2.74
1,75,79,76,52,65,50,55,64
2,2.06,1.92,2.85,2.05,2.45,2.32,3.58,2.62
3,2.10,2.36,3.51,2.29,2.14,2.75,3.90,2.97
4,4%,25%,30%,32%,2%,17%,11%,30%
