,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.46,1.07,0.21,-0.05,-0.23,-0.01,0.33,0.86
1,10,10,10,6,8,8,8,6
2,1.41,1.08,0.13,-0.13,-0.24,-0.12,0.16,0.68
3,1.12,1.20,0.46,-0.26,0.13,0.18,0.76,0.75
4,-8%,9%,-61%,-112%,-88%,-85%,65%,388%
