,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.08,0.09,0.25,0.24,0.39,0.47,0.41,0.19
1,7,6,6,7,10,5,3,3
2,0.06,0.08,0.23,0.17,0.38,0.45,0.37,0.21
3,0.10,0.23,0.55,0.19,0.65,0.56,0.22,0.23
4,-50%,21%,244%,46%,550%,143%,-60%,21%
