,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.50,0.47,0.50,0.51,0.59,0.55,0.56,0.60
1,11,10,6,9,9,8,8,8
2,0.48,0.45,0.47,0.49,0.56,0.51,0.54,0.57
3,0.54,0.47,0.52,0.52,0.60,0.56,0.57,0.60
4,8%,7%,6%,2%,11%,19%,10%,15%
