,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-2.27,-6.15,0.39,-0.54,-,0.27,-,1.13
1,3,4,9,6,,3,,4
2,0.45,-6.08,0.15,-0.56,0.40,0.24,-0.02,1.05
3,3.90,-2.85,0.23,-1.09,0.40,-,-0.02,2.35
4,184%,42%,104%,77%,-90%,-,-109%,316%
