,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.43,-,-,-,-,-,-,-
1,3,,,,,,,
2,0.43,0.54,0.46,0.88,0.23,0.69,0.56,0.96
3,0.44,0.72,0.55,0.94,0.24,0.68,0.57,1.02
4,22%,36%,38%,0%,-45%,-6%,4%,9%
