,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22
0,0.64,0.22,-0.06,0.52,0.72,0.77,0.64,0.76
1,4,6,7,10,4,4,3,4
2,0.63,0.20,-0.13,0.50,0.70,0.74,0.56,0.73
3,0.72,0.49,0.18,0.82,0.74,0.87,0.55,0.85
4,14%,-23%,-57%,58%,3%,78%,206%,4%
