,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.09,-0.08,0.08,0.26,0.39,0.23,0.33,0.37
1,8,6,10,9,7,5,9,5
2,0.08,-0.07,0.06,0.18,0.33,0.19,0.27,0.28
3,0.09,-0.04,1.70,0.32,0.45,0.39,0.38,0.35
4,-31%,50%,17113%,433%,400%,1075%,-78%,9%
