,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.74,0.59,2.26,-0.15,-0.70,-0.54,-,-1.18
1,11,37,24,15,12,10,,4
2,0.58,0.49,2.27,-0.42,-1.08,-1.14,-0.93,-1.27
3,0.23,0.82,2.40,-0.37,-1.04,-1.05,-0.94,-1.39
4,161%,173%,487%,60%,-552%,-228%,-139%,-276%
