,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.36,0.32,0.18,0.27,0.43,0.50,0.50,0.54
1,50,38,48,21,39,33,31,33
2,0.33,0.31,0.14,0.24,0.41,0.46,0.42,0.49
3,0.39,0.38,0.17,0.30,0.51,0.56,0.53,0.60
4,875%,375%,-6%,0%,31%,47%,212%,100%
