,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,-,-,-,-,-,-,0.13,0.08
1,,,,,,,6,4
2,-,-,-,-,-,-,0.07,0.07
3,-2.84,-0.40,-1.13,-0.12,-0.32,0.22,-0.49,-0.05
4,-,-,-,-,89%,155%,57%,59%
