,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-0.04,-0.03,-0.06,-0.13,-0.12,-0.09,-0.13
1,,7,5,7,6,5,4,4
2,-0.07,-0.06,-0.04,-0.08,-0.15,-0.13,-0.10,-0.16
3,-0.04,-0.05,-0.10,-0.12,-0.13,-0.13,-0.07,-0.18
4,86%,71%,-25%,-1300%,-225%,-160%,30%,-50%
