,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.23,0.16,-,0.14,-,-,0.12,-
1,9,3,,3,,,3,
2,0.22,0.17,0.16,0.12,0.15,0.13,0.13,0.13
3,0.22,0.16,0.16,0.13,0.17,0.10,0.13,0.12
4,22%,-27%,-36%,-50%,-23%,-38%,-19%,-8%
