,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,-,-,-,-,-,-,-,-
1,,,,,,,,
2,-,-,-,-,-,-,-,-
3,0.75,0.54,1.44,1.58,0.90,0.74,0.75,0.77
4,-23%,-31%,27%,123%,20%,37%,-48%,-51%
