,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22
0,-,0.49,-,-,0.60,0.79,0.77,1.04
1,,3,,,3,3,3,5
2,-,0.49,0.29,0.60,0.57,0.76,0.68,1.05
3,0.47,0.59,0.13,0.78,0.87,0.95,0.84,1.38
4,-24%,64%,-69%,56%,85%,61%,546%,77%
